AccidentId	RoadType	RoadNumber	RoadSecNumber	RoadLetter	Circulation	LaneNumber	SpecialLane	Slope	RoadMarkerId	RoadMarkerDistance	Layout	StripWidth	LaneWidth	SurfaceCondition	Infrastructure	Localization	SchoolNear
201800023242	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023243	Highway	620			DividedHighway	4	0	Flat	17	0	Straight			Normal	Unknown	Shoulder	00
201800023244	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023245	Communal				OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023246	Communal				TwoWay	3	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023247	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023248	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023249	Communal				OneWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023250	Communal				OneWay	2	0	Flat	0	0	LeftCurve			Normal	Unknown	Shoulder	00
201800023251	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023252	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023253	Highway	61			DividedHighway	4	0	Flat	230	0	Straight			Wet	Unknown	Shoulder	00
201800023254	Communal				Unknown	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023255	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023256	Highway	620			DividedHighway	8	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023257	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023258	National	124			DividedHighway	4	0	Uphill	0	0	Straight			Normal	Unknown	Shoulder	00
201800023259	Communal				DividedHighway	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023260	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023261	Highway	620			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023262	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023263	Departamental	188			TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023264	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023265	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023266	Communal				OneWay	1	0	Uphill	0	0	RightCurve			Normal	Unknown	Shoulder	00
201800023267	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023268	National	124			DividedHighway	4	0	Uphill	6	201	Straight			Normal	Unknown	Shoulder	00
201800023269	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023270	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023271	Departamental	2			TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023272	Highway	620			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023273	Communal				OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023274	Communal				OneWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023275	Communal				DividedHighway	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023276	Communal				TwoWay	2	0	Uphill	0	0	Straight			Normal	Tunnel	Shoulder	00
201800023277	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023278	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023279	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023280	Communal				TwoWay	3	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023281	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023282	Communal				OneWay	1	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023283	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023284	Communal				DividedHighway	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023285	Communal				OneWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023286	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023287	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023288	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023289	Highway	620			DividedHighway	4	0	Flat	12	0	Straight			Normal	Unknown	Shoulder	00
201800023290	Highway	621			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023291	Departamental	901			OneWay	2	0	Flat			LeftCurve			Normal	Unknown	Shoulder	00
201800023292	Departamental	120			TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023293	Highway	493			DividedHighway	6	0	Flat	2	799	Straight			Normal	Unknown	Shoulder	00
201800023294	Departamental	2			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023295	Communal				DividedHighway	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023296	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023297	Communal				DividedHighway	4	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023298	Communal				TwoWay	2	0	Flat	0	0	RightCurve			Normal	Unknown	Shoulder	00
201800023299	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023300	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023301	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023302	Communal				OneWay	2	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023303	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023304	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023305	Departamental	632			TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023306	Departamental	120			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023307	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023308	Highway	620			OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023309	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023310	Communal				TwoWay	1	Bike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023311	Communal				OneWay	1	0	Flat	0	0	LeftCurve			Normal	Unknown	Shoulder	00
201800023312	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023313	Departamental				OneWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023314	Communal				DividedHighway	2	Reserved	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023315	Communal				TwoWay	4	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023316	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023317	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023318	Communal				DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023319	Highway	61			DividedHighway	4	0	Flat	228	600	Straight			Normal	Unknown	Shoulder	00
201800023320	Departamental	902			DividedHighway	4	0	Flat	1	149	Straight			Normal	Unknown	Shoulder	00
201800023321	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023322	Communal				DividedHighway	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023323	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023324	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023325	Highway	620			DividedHighway	4	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023326	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023327	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023328	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023329	Communal				OneWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023330	Communal				OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023331	Communal				TwoWay	2	0	Uphill	0	0	RightCurve			Wet	Unknown	Shoulder	00
201800023332	Departamental				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023333	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023334	Communal				OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023335	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023336	Communal				TwoWay	4	SeparatedBike	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023337	Communal				TwoWay	2	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023338	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023339	Highway	62			OneWay	4	0	Uphill	0	0	Straight			Wet	Unknown	Shoulder	00
201800023340	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023341	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023342	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023343	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023344	Communal				DividedHighway	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023345	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023346	Communal				TwoWay	3	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023347	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023348	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023349	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023350	Communal				TwoWay	2	0	Flat	0	0	RightCurve			Normal	Unknown	Shoulder	00
201800023351	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023352	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023353	Communal				DividedHighway	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023354	Communal				TwoWay	3	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023355	Highway	61			DividedHighway	7	0	Uphill	238	429	Straight			Wet	Unknown	Shoulder	00
201800023356	Highway	620			DividedHighway	3	0	Flat	12	0	Straight			Normal	Unknown	Shoulder	00
201800023357	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023358	National	124			DividedHighway	4	0	TopHill	0	0	Straight			Normal	Unknown	Shoulder	00
201800023359	Highway	62			DividedHighway	5	0	Flat	227	399	Straight			Normal	Unknown	Shoulder	00
201800023360	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023361	Communal				TwoWay	2	Reserved	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023362	Communal				TwoWay	5	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023363	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023364	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023365	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023366	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023367	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023368	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023369	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023370	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023371	Communal				TwoWay	3	Reserved	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023372	Highway	61			DividedHighway	5	0	Uphill	238	600	Straight			Normal	Unknown	Shoulder	00
201800023373	Highway	624			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023374	Communal				TwoWay	2	0	Flat	0	0	S-Shape			Normal	Unknown	Shoulder	00
201800023375	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023376	Highway	61			DividedHighway	4	0	Flat	235	699	Straight			Normal	Unknown	Shoulder	00
201800023377	Communal				TwoWay	2	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023378	Communal				TwoWay	4	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023379	Communal				TwoWay	2	SeparatedBike	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023380	Highway	62			DividedHighway	4	0	Flat	227	100	Straight			Wet	Unknown	Shoulder	00
201800023381	Communal				TwoWay	2	0	Flat	0	0	Straight			Other	Unknown	Shoulder	00
201800023382	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023383	Highway	620			DividedHighway	6	0	Flat	5	500	Straight			Normal	Unknown	Shoulder	00
201800023384	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023385	Communal				TwoWay	2	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023386	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023387	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023388	Highway	620			DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023389	Communal				TwoWay	2	0	Flat	0	0	LeftCurve			Normal	Unknown	Shoulder	00
201800023390	Departamental	916			TwoWay	2	0	Flat			Straight			Normal	Unknown	Shoulder	00
201800023391	Departamental	820			TwoWay	4	0	Flat	18	985	Straight			Normal	Unknown	Shoulder	00
201800023392	Highway	620			OneWay	2	0	Uphill	0	0	LeftCurve			Normal	Unknown	Shoulder	00
201800023393	Communal				OneWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023394	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023395	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023396	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023397	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023398	Departamental	901			DividedHighway	3	0	Flat			Straight			Wet	Unknown	Shoulder	00
201800023399	Communal				OneWay	1	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023400	Communal				TwoWay	2	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023401	Highway	624			DividedHighway	4	0	Flat	2	260	Straight			Normal	Unknown	Shoulder	00
201800023402	Communal				TwoWay	2	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023403	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023404	Highway	624			DividedHighway	5	0	Flat	0	0	Straight			Wet	Unknown	Shoulder	00
201800023405	Communal				DividedHighway	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023406	Communal				TwoWay	3	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023407	Communal				TwoWay	2	0	TopHill	0	0	Straight			Normal	Unknown	Shoulder	00
201800023408	Communal				OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023409	Communal				OneWay	2	0	Flat	0	0	LeftCurve			Normal	Unknown	Shoulder	00
201800023410	Communal				OneWay	2	0	Flat	0	0	LeftCurve			Normal	Unknown	Shoulder	00
201800023411	Communal				TwoWay	4	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023412	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023413	Highway	621			DividedHighway	4	0	Flat	2	319	LeftCurve			Normal	Unknown	Shoulder	00
201800023414	Communal				OneWay	1	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023415	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023416	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023417	Communal				TwoWay	2	0	Flat	0	0	Straight			Normal	Unknown	Shoulder	00
201800023418	Communal				TwoWay	2	0	Uphill			Straight	0	48	Wet	Unknown	Lane	99
201800023419	Communal				TwoWay	2	0	Flat			Straight	0	40	Normal	Unknown	Lane	99
201800023420	Departamental	15			TwoWay	2	0	Flat	78	116	Straight			Normal	Unknown	Lane	00
201800023421	Departamental	8			TwoWay	2	0	Flat	2	600	LeftCurve			Snow	Unknown	Shoulder	00
201800023422	Departamental	130			TwoWay	2	0	Flat	23	620	Straight			Normal	Unknown	Lane	00
201800023423	PublicParking				Unknown	0	0	Flat			Straight			Normal	Unknown	Lane	00
201800023424	Departamental	921			TwoWay	2	0	Flat	45	900	LeftCurve			Normal	Unknown	Shoulder	00
201800023425	Departamental	110			TwoWay	2	0	Flat	14	895	Straight			Normal	Unknown	Shoulder	00
201800023426	National	10			TwoWay	2	0	Flat	75	500	Straight			Normal	Unknown	Lane	00
201800023427	Departamental	955			TwoWay	2	0	Flat	52	0	Straight			Normal	Unknown	Lane	00
201800023428	PublicParking						0	Flat			Straight			Normal	Unknown	Lane	00
201800023429	Departamental	111		4	TwoWay	2	0	TopHill	2	801	RightCurve			Other	Unknown	Lane	00
201800023430	Departamental	924			TwoWay	2	0	Flat	0	500	Straight			Normal	Unknown	Lane	00
201800023431	Departamental	955			TwoWay	2	0	BottomHill	48	556	Straight			Normal	Unknown	Lane	00
201800023432	Departamental	111			TwoWay	2	0	Uphill	0	500	Straight			Normal	Unknown	Lane	00
201800023433	Departamental	8			TwoWay	2	0	Flat	5	10	Straight			Normal	Interchange	Lane	00
201800023434	Departamental	111			TwoWay	2	0	Flat	27	701	RightCurve			Normal	Unknown	Lane	00
201800023435	Departamental	1261							0	0							
201800023436	Departamental	231			TwoWay	2	0	Flat	4	950	Straight			Normal	Unknown	Lane	00
201800023437	Departamental	955							47	265							
201800023438	Departamental	955			TwoWay	2	0	Flat	43	600	Straight			Normal	Unknown	Lane	00
201800023439	Departamental	955			TwoWay	2	0	Flat	72	0	Straight			Wet	Unknown	Lane	00
201800023440	Departamental	921			DividedHighway	2	0	Uphill	29	901	LeftCurve			Ice	Bridge	Lane	00
201800023441	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Sidewalk	00
201800023442	Departamental	921			TwoWay	2	0	Flat	24	750	Straight			Normal	Unknown	Lane	00
201800023443	Departamental	921			TwoWay	2	0	Flat	32	0	RightCurve			Normal	Unknown	Lane	00
201800023444	Departamental	128			TwoWay	2	0	Flat	17	370	Straight			Normal	Unknown	Lane	00
201800023445	Departamental	941			TwoWay	2	0	Flat	71	401	LeftCurve			Normal	Unknown	Shoulder	00
201800023446	Departamental	922			TwoWay	2	0	Flat	4	29	Straight			Normal	Unknown	Lane	00
201800023447	Departamental	610			DividedHighway	4	0	Flat	20	500	LeftCurve			Wet	Bridge	Shoulder	00
201800023448	Departamental	671		D	TwoWay	2	0	Flat	44	500	Straight			Wet	Unknown	Lane	00
201800023449	Departamental	49			TwoWay	2	0	Flat	11	300	Straight			Wet	Unknown	Lane	00
201800023450	Departamental	1			TwoWay	2	0	Flat	33	300	Straight			Wet	Unknown	Lane	00
201800023451	Departamental	619			OneWay	1	0	Flat	57	500	RightCurve			Normal	Bridge	Shoulder	00
201800023452	Departamental	610			DividedHighway	2	0	Flat	25	500	Straight			Normal	Unknown	EmergencyShoulder	00
201800023453	Departamental	960		D	TwoWay	2	Bike	Flat	52	500	Straight			Normal	Unknown	Lane	00
201800023454	Departamental	60			TwoWay	2	0	Uphill	12	950	Straight			Normal	Unknown	Lane	00
201800023455	Departamental	72			TwoWay	2	0	Flat	24	100	RightCurve			Normal	Unknown	Lane	00
201800023456	Departamental	444			TwoWay	2	0	Flat	0	500	Straight			Normal	Unknown	Lane	00
201800023457	Departamental	123			TwoWay	2	0	Flat	10	750	Straight			Normal	Unknown	Lane	00
201800023458	Departamental	141			TwoWay	2	0	Flat	11	100	Straight			Normal	Unknown	Lane	00
201800023459	Departamental	147			Unknown	2	0	Flat	2	300	RightCurve			Normal	Unknown	Lane	00
201800023460	Communal				Unknown	2	SeparatedBike	Flat			Straight			Normal	Unknown	Lane	00
201800023461	National	77			OneWay	1	0	Flat			LeftCurve			Normal	Unknown	Lane	00
201800023462	Departamental	610			DividedHighway	4	0	Flat	20	700	Straight			Normal	Unknown	Lane	00
201800023463	Departamental	610			DividedHighway	2	0	Flat	24	500	Straight			Normal	Unknown	Lane	00
201800023464	National	77			TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800023465	Departamental	20			TwoWay	2	0	Flat	29	200	Straight			Normal	Unknown	Lane	00
201800023466	Departamental	374			TwoWay	2	0	Uphill	50	800	Straight			Normal	Unknown	Lane	00
201800023467	Departamental	660			TwoWay	2	0	Flat	20	600	RightCurve			Normal	Unknown	Sidewalk	00
201800023468	Departamental	154			TwoWay	2	0	Flat	3	100	Straight			Normal	Unknown	Lane	00
201800023469	Departamental	418			TwoWay	2	Bike	Flat	31	3600	Straight	0	100	Puddles	Unknown	Lane	99
201800023470	Departamental	201			TwoWay	2	0	Flat	7	922	Straight	0	75	Normal	Unknown	Shoulder	00
201800023471	Communal	0			TwoWay	2	0	Flat	0	0	Straight	0	82	Normal	Unknown	Lane	00
201800023472	Highway	35			OneWay	1	0	Flat	74	600	Straight	0	46	Normal	Interchange	Lane	00
201800023473	Departamental	9			TwoWay	2	SeparatedBike	Flat	11	615	Straight	0	98	Normal	Intersection	Lane	00
201800023474	Departamental	418			TwoWay	2	Bike	Flat	31	2480	Straight	0	90	Normal	Intersection	Sidewalk	00
201800023475	Departamental	1			TwoWay	2	0	Flat	7	240	LeftCurve			Normal	Unknown	Lane	00
201800023476	Departamental	418			TwoWay	2	0	Flat	34	0	Straight			Normal	Unknown	Lane	00
201800023477	Departamental	418			TwoWay	2	0	Flat	31	2790	Straight			Normal	Unknown	Lane	00
201800023478	Departamental	418			TwoWay	2	0	Flat	3	200	Straight			Wet	Unknown	Lane	00
201800023479	Departamental	482			TwoWay	2	0	Uphill	3	430	Straight	0	65	Other	Unknown	Lane	00
201800023480	Departamental	415			TwoWay	2	0	Uphill	4	310	RightCurve			Normal	Unknown	Lane	00
201800023481	Departamental	48			TwoWay	2	0	Uphill	15	950	Straight	0	70	Normal	Unknown	Lane	00
201800023482	Other	0			TwoWay	2	0	Uphill	0	0	LeftCurve	0	39	Other	Unknown	Shoulder	00
201800023483	Departamental	11			TwoWay	2	0	Uphill	24	630	Straight	0	57	Normal	Intersection	Lane	03
201800023484	Departamental	148			TwoWay	2	0	Uphill	14	507	LeftCurve	0	75	Normal	Unknown	Shoulder	00
201800023485	Departamental	415			TwoWay	2	0	Flat	6	700	RightCurve	0	60	Normal	Unknown	Lane	00
201800023486	Departamental	48			TwoWay	2	0	Uphill	18	790	S-Shape	0	63	Normal	Unknown	Lane	00
201800023487	Communal	0			TwoWay	2	0	Uphill	0	0	S-Shape	0	35	Normal	Unknown	Lane	00
201800023488	Departamental	111			TwoWay	2	0	Uphill	6	400	RightCurve	0	65	Wet	Unknown	Lane	00
201800023489	Departamental	1	2		TwoWay	2	0	Flat	15	500	Straight	0	64	Normal	Unknown	Shoulder	00
201800023490	Departamental	248			TwoWay	2	0	Uphill	0	100	RightCurve	0	70	Normal	Bridge	Lane	00
201800023491	Departamental	415			TwoWay	2	0	Uphill	17	100	RightCurve			Normal	Unknown	Lane	00
201800023492	Departamental	116			TwoWay	2	0	Uphill	0	300	Straight			Other	Unknown	Lane	00
201800023493	Departamental	415			TwoWay	2	0	Flat	19	500	Straight			Normal	Unknown	Shoulder	00
201800023494	Departamental	116			TwoWay	2	0	Uphill	4	168	Straight			Normal	Unknown	Shoulder	00
201800023495	PublicParking				Unknown	0	0	Flat			Straight			Normal	Unknown	Lane	00
201800023496	Departamental	415			TwoWay	3	0	Uphill	8	100	Straight			Normal	Unknown	Lane	00
201800023497	Communal				TwoWay	2	0	Uphill			RightCurve			Normal	Unknown	Lane	00
201800023498	Departamental	11			TwoWay	2	0	Uphill	15	984	RightCurve			Normal	Unknown	Lane	00
201800023499	Departamental	11			TwoWay	2	0	Uphill	21	800	Straight			Normal	Unknown	Lane	00
201800023500	Departamental	10			TwoWay	2	0	Flat	25	900	Straight			Normal	Unknown	Lane	00
201800023501	Departamental	83			TwoWay	2	0	Flat	42	1521	Straight			Wet	Intersection	Lane	00
201800023502	Departamental	11			TwoWay	2	0	Uphill	1	4	LeftCurve			Wet	Unknown	Shoulder	00
201800023503	Departamental	11			TwoWay	2	0	Uphill	16	900	LeftCurve			Ice	Unknown	Lane	00
201800023504	Departamental	482			TwoWay	2	0	Uphill	2	500	Straight			Wet	Unknown	Shoulder	00
201800023505	Departamental	484			TwoWay	2	0	Uphill	0	800	Straight			Wet	Unknown	Lane	00
201800023506	Departamental	415			TwoWay	2	0	Uphill	20	0	LeftCurve			Normal	Unknown	Lane	00
201800023507	Highway	6			DividedHighway	5	0	Flat	398	400	Straight			Wet	Unknown	Lane	00
201800023508	Highway	6			OneWay	5	0	Flat	370	100	Straight			Normal	Unknown	Lane	00
201800023509	Highway	6			DividedHighway	5	0	Flat	397	0	Straight			Normal	Unknown	Lane	00
201800023510	Highway	6			DividedHighway	5	0	Flat	355	300	Straight			Wet	Unknown	Lane	00
201800023511	Highway	6			DividedHighway	5	0	Flat	397	0	Straight			Normal	Unknown	EmergencyShoulder	00
201800023512	Highway	6			DividedHighway	5	0	Flat	358	500	Straight			Normal	Unknown	Lane	00
201800023513	Highway	6			DividedHighway	5	0	Flat	357	400	Straight			Normal	Unknown	Lane	00
201800023514	Highway	6			DividedHighway	5	Reserved	Flat	400	100	Straight			Normal	Unknown	Lane	00
201800023515	Highway	6			DividedHighway	5	0	Flat	386	900	Straight			Normal	Unknown	Lane	00
201800023516	Highway	6			DividedHighway	5	0	Flat	391	22	Straight			Normal	Interchange	Shoulder	00
201800023517	Highway	6			DividedHighway	5	0	Flat	356	800	Straight			Normal	Unknown	Lane	00
201800023518	Highway	6			DividedHighway	5	0	Flat	391	507	Straight			Normal	Interchange	Lane	00
201800023519	Highway	6			DividedHighway	5	0	Flat	399	950	Straight			Normal	Unknown	Lane	00
201800023520	Highway	6			DividedHighway	5	0	Flat	397	685	Straight			Normal	Unknown	Lane	00
201800023521	Highway	6			DividedHighway	5	0	BottomHill	376	400	Straight			Flooded	Unknown	EmergencyShoulder	00
